,Number,Date,UID,Desc,Group,Cat,text_prep,text_stem,text_sw,text_lemm
3637,1340903,15.12.2022 14:56,86bca579-b588-4f5b-8d3e-4c32a0ad027f,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3638,1340924,15.12.2022 15:47,04e668c0-e11d-44e8-8ee3-f6154b129f86,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3639,1340933,15.12.2022 16:09,cf763e8c-90f7-4976-a309-1e04820a5ec6,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3640,1340957,15.12.2022 17:54,b58cf9fa-b2fb-45c1-9b2d-72b1023b9750,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3641,1340977,15.12.2022 19:29,21a3a182-46c1-4ba7-bc91-1512b1197bea,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3642,1341074,16.12.2022 9:57,6c3da2bb-bba3-44e0-a107-595665e8b3fe,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3643,1341093,16.12.2022 10:45,3305e947-6dbe-43ed-9e6e-c357f4c93b45,Составить акт по контр . показ. сч. ГВС,ГВС,Общие вопросы,составить акт по контр показ сч гвс,состав акт контр показ сч гвс,составить акт контр показ сч гвс,"составлять акт контры показ сч гвс 
"
3644,1341170,16.12.2022 13:50,57888e14-742e-427d-a733-24f41c2a78f1,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3645,1341179,16.12.2022 14:33,ee0eeb09-a390-4774-9146-fadd1a7d487c,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3646,1341238,16.12.2022 17:01,6b22ce19-84b1-4dec-90bf-54c17592d061,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3647,1341648,19.12.2022 8:09,1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3648,1341690,19.12.2022 9:07,afb28d8b-9e9a-4e83-9194-a3bd354ed137,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3649,1341702,2022-12-19 09:17:22.073,6c3edadb-3466-4106-9cfb-adf1cc4d6ed0,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3650,1341719,19.12.2022 9:37,ee0eeb09-a390-4774-9146-fadd1a7d487c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3651,1341723,19.12.2022 9:39,14dd4248-dac7-4584-b0e4-8d25a1e72d24,Опломб. сч ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3652,1341762,19.12.2022 10:17,dcac9f3a-41d8-4d64-b2a6-fba2cf8d47b6,Опломб. сч ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3653,1341822,19.12.2022 11:03,c1cb2572-87f2-4f52-8d19-5f369510b1e5,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3654,1341851,19.12.2022 11:48,cd18a861-15d8-4110-a228-88f6fa45e145,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3655,1341893,19.12.2022 12:52,21a3a182-46c1-4ba7-bc91-1512b1197bea,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3656,1341903,19.12.2022 13:20,9c774cc3-8e1c-4f64-a4d8-82b75f0e778c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3657,1341951,19.12.2022 14:28,42783c1c-ea5c-4474-ad33-72b9bc0e552c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3658,1341958,19.12.2022 14:41,2be2b4bb-a792-4991-84c6-6894065a986e,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3659,1342172,20.12.2022 8:40,cd18a861-15d8-4110-a228-88f6fa45e145,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3660,1342199,20.12.2022 9:14,8a5ba34e-98b2-42dd-8ee7-a83e2fc69efa,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3661,1342223,20.12.2022 9:42,d289071d-fc5a-4a92-9a59-0eba5d446cd2,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3662,1342269,20.12.2022 10:31,1d560926-0842-47a4-be01-0c769b993dbe,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3663,1342291,20.12.2022 10:58,cd18a861-15d8-4110-a228-88f6fa45e145,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3664,1342304,2022-12-20 11:08:48.021,ae5cdc47-5068-4ff9-8a5e-6c6ec0572d3d,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3665,1342350,20.12.2022 12:12,409e1b0b-d284-4a23-9129-e90c4fc0b792,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3666,1342354,20.12.2022 12:17,0a7a8173-6417-4096-9ab5-bdaaa01f76d5,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3667,1342536,20.12.2022 16:09,2810e0e8-0d12-439b-8714-e9fb231d3678,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3668,1342726,21.12.2022 11:36,a83be036-6c68-4194-bf59-90394faf98d5,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3669,1342760,21.12.2022 13:18,e927dd16-bc7e-4377-aba9-2fa9ba983fe0,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3670,1342792,21.12.2022 14:02,6c3edadb-3466-4106-9cfb-adf1cc4d6ed0,опл.сч.гвс,ГВС,Опломбировка ИПУ,опл сч гвс,опл сч гвс,опл сч гвс,"опл сч гвс 
"
3671,1342797,21.12.2022 14:13,8a5ba34e-98b2-42dd-8ee7-a83e2fc69efa,опл.сч.гвс,ГВС,Опломбировка ИПУ,опл сч гвс,опл сч гвс,опл сч гвс,"опл сч гвс 
"
3672,1342801,21.12.2022 14:17,5ebc28a8-7415-4c43-9554-ffb14cdf534c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3673,1342828,21.12.2022 15:13,79336841-3ce1-49e5-955f-451ae79681b9,Опломб. сч. ГВС после переноса,ГВС,Опломбировка ИПУ,опломб сч гвс после переноса,опломб сч гвс перенос,опломб сч гвс переноса,"опломб сч гвс перенос 
"
3674,1342845,21.12.2022 15:52,c2a0aedf-09fc-441d-bbee-7905faf77ada,Составить акт по контр. показ. сч. ГВС,ГВС,ИПУ,составить акт по контр показ сч гвс,состав акт контр показ сч гвс,составить акт контр показ сч гвс,"составлять акт контры показ сч гвс 
"
3675,1342859,21.12.2022 16:02,7aab3aa6-2613-46db-add9-2ca424b0cd46,опл.сч.гвс,ГВС,Опломбировка ИПУ,опл сч гвс,опл сч гвс,опл сч гвс,"опл сч гвс 
"
3676,1343067,22.12.2022 8:49,62f5beff-2753-490c-8115-01cfa320ee40,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3677,1343235,22.12.2022 11:19,47be641e-09b3-4249-8df0-2403da2e1bd0,Опдомб. сч. ГВС,ГВС,Опломбировка ИПУ,опдомб сч гвс,опдомб сч гвс,опдомб сч гвс,"опдомб сч гвс 
"
3678,1343244,2022-12-22 11:23:06.057,6c3da2bb-bba3-44e0-a107-595665e8b3fe,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3679,1343264,22.12.2022 11:50,91d3baaf-0c2a-4606-a9ca-e9a8b53f8d4d,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3680,1343306,22.12.2022 13:03,8efb537c-5e2d-4267-8fc6-90b280d1adca,Составить акт по показ . сч. ГВС для перерасчета,ГВС,ИПУ,составить акт по показ сч гвс для перерасчета,состав акт показ сч гвс перерасчет,составить акт показ сч гвс перерасчета,"составлять акт показ сч гвс перерасчет 
"
3681,1343323,22.12.2022 13:28,724dcbad-b9b7-48b9-b4d5-0a48356638d3,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3682,1343347,22.12.2022 14:19,6c3da2bb-bba3-44e0-a107-595665e8b3fe,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3683,1343351,22.12.2022 14:25,33f95f77-1ae1-4c77-a06d-1f6de00df17c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3684,1343358,2022-12-22 14:31:40.071,1d560926-0842-47a4-be01-0c769b993dbe,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3685,1343364,22.12.2022 14:36,0a7a8173-6417-4096-9ab5-bdaaa01f76d5,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3686,1343620,23.12.2022 8:49,cd18a861-15d8-4110-a228-88f6fa45e145,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3687,1343640,23.12.2022 9:18,05cebd67-8862-4eaf-95db-6ad109967806,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3688,1343714,23.12.2022 11:04,bcac47bf-20b0-46ed-a28e-f259668baf93,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3689,1343741,23.12.2022 11:56,6b22ce19-84b1-4dec-90bf-54c17592d061,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3690,1343775,23.12.2022 12:58,f1e1b2ef-9c58-4c0b-a82d-3407016896fb,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3691,1343783,23.12.2022 13:19,f1e1b2ef-9c58-4c0b-a82d-3407016896fb,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3692,1343829,23.12.2022 14:34,d380f0b5-b728-4cf4-a4d7-a71d58cff7f8,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3693,1343833,23.12.2022 14:39,b3ebbae5-3843-4f7e-b048-c7aa5517eb62,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3694,1343838,23.12.2022 14:45,a720fc3e-977c-4a64-8b26-63ca17d98df0,Опломб сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3695,1343885,23.12.2022 15:24,cd18a861-15d8-4110-a228-88f6fa45e145,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3696,1343902,23.12.2022 15:49,576be21b-e872-4bcc-b397-9b1fd582de22,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3697,1344394,26.12.2022 8:32,5b14846c-c9b9-4aee-8e25-54290b9b4678,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3698,1344430,26.12.2022 8:56,c9ea8d70-af7c-44d0-9502-6d0247b7889e,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3699,1344449,26.12.2022 9:14,b3ebbae5-3843-4f7e-b048-c7aa5517eb62,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3700,1344462,26.12.2022 9:32,ab2d4169-0e32-4056-9d85-e25f8a0bf18c,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3701,1344501,26.12.2022 10:24,9b9c9a49-2072-4679-a18d-8b0a548d40b1,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3702,1344513,26.12.2022 10:37,b27e559a-9b5a-42cd-9ce6-3c5032918cf5,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3703,1344529,26.12.2022 10:51,7069333f-7131-4717-9f4a-89f9e9e21a34,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3704,1344539,26.12.2022 11:01,83b8a503-2920-496a-8bfe-896c68225e8b,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3705,1344620,26.12.2022 12:39,a253056a-2aa9-4284-8cfb-b33c52ad8a70,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3706,1344622,26.12.2022 12:47,1ab8b15e-b18c-4ce0-80dc-da40a029289e,Опломбировка счетчика  ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3707,1344654,26.12.2022 13:35,167a1df1-882a-439a-8119-19991d89d7c6,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3708,1344658,26.12.2022 13:39,33f95f77-1ae1-4c77-a06d-1f6de00df17c,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3709,1344678,26.12.2022 13:57,9a8281e2-ecf7-443b-9a08-dcdaed21347d,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3710,1344695,26.12.2022 14:17,22e7b113-ab05-4ff1-867a-7abac04f1917,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3711,1344745,26.12.2022 15:04,cf763e8c-90f7-4976-a309-1e04820a5ec6,опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3712,1344754,2022-12-26 15:27:58.063,3ea2a732-65a8-4745-ba85-5f58377f37de,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3713,1344807,26.12.2022 17:16,92a6d9c7-6251-43ff-a6f1-10eb04b138dc,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3714,1344915,27.12.2022 9:10,cd18a861-15d8-4110-a228-88f6fa45e145,Опломбировать счетчик ГВС,ГВС,Опломбировка ИПУ,опломбировать счетчик гвс,опломбирова счетчик гвс,опломбировать счетчик гвс,"опломбировывать счетчик гвс 
"
3715,1344957,27.12.2022 10:20,b4a39f81-ece2-4a8d-b437-8342fa6b31ca,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3716,1344973,27.12.2022 10:58,dcac9f3a-41d8-4d64-b2a6-fba2cf8d47b6,Опломбировать счетчик ГВС.,ГВС,Опломбировка ИПУ,опломбировать счетчик гвс ,опломбирова счетчик гвс,опломбировать счетчик гвс,"опломбировывать счетчик гвс 
"
3717,1344976,27.12.2022 11:01,00fd8bb3-42da-44fe-9618-a565b352c57b,Опломбировать счетчик ГВС,ГВС,Опломбировка ИПУ,опломбировать счетчик гвс,опломбирова счетчик гвс,опломбировать счетчик гвс,"опломбировывать счетчик гвс 
"
3718,1345015,27.12.2022 12:04,594762bf-fecb-41fe-b707-bd5a665388e1,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3719,1345109,27.12.2022 14:05,b58cf9fa-b2fb-45c1-9b2d-72b1023b9750,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3720,1345282,28.12.2022 9:24,33f95f77-1ae1-4c77-a06d-1f6de00df17c,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3721,1345289,28.12.2022 9:38,e78419b5-f2e2-4b96-8696-30baba353af4,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3722,1345342,28.12.2022 11:03,83b8a503-2920-496a-8bfe-896c68225e8b,Опломбировка счетчика  ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3723,1345351,28.12.2022 11:22,9c774cc3-8e1c-4f64-a4d8-82b75f0e778c,Опломб сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3724,1345360,28.12.2022 11:32,c9ea8d70-af7c-44d0-9502-6d0247b7889e,Опломбировка счетчика ГВС ,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс ,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3725,1345391,28.12.2022 13:09,c2adf284-fac0-45f5-b5a1-aa6151dd2e96,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3726,1345463,28.12.2022 15:28,83b8a503-2920-496a-8bfe-896c68225e8b,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3727,1345651,29.12.2022 10:59,b27e559a-9b5a-42cd-9ce6-3c5032918cf5,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3728,1345718,29.12.2022 13:37,cd18a861-15d8-4110-a228-88f6fa45e145,Опломбировать счетчик ГВС после замены,ГВС,Опломбировка ИПУ,опломбировать счетчик гвс после замены,опломбирова счетчик гвс зам,опломбировать счетчик гвс замены,"опломбировывать счетчик гвс замена 
"
3729,1345740,29.12.2022 14:15,22fc0c7f-0385-49c0-9127-3fee8ee1d9bb,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3730,1345766,29.12.2022 15:20,f420a29e-e437-42fe-b273-178acb15f510,Опломб. сч. ГВС после замены,ГВС,Опломбировка ИПУ,опломб сч гвс после замены,опломб сч гвс зам,опломб сч гвс замены,"опломб сч гвс замена 
"
3731,1345959,30.12.2022 9:57,5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3732,1346024,30.12.2022 12:31,00cc28c1-3c57-4e8b-aaa1-72083f02c6cf,Опломб. сч. ГВС,ГВС,Опломбировка ИПУ,опломб сч гвс,опломб сч гвс,опломб сч гвс,"опломб сч гвс 
"
3733,1346073,30.12.2022 15:06,ad8b4af1-bb19-40f9-8209-914b83aced1f,Опломбировка счетчика ГВС,ГВС,Опломбировка ИПУ,опломбировка счетчика гвс,опломбировк счетчик гвс,опломбировка счетчика гвс,"опломбировка счетчик гвс 
"
3734,1112672,01.06.2021 15:10,9c4670e0-86f1-41fe-a366-7f0162adcd30,Обрыв кабеля,Электроэнергия,Общие вопросы,обрыв кабеля,обр кабел,обрыв кабеля,"обрыв кабель 
"
3735,1113003,18.07.2021 18:51,3000f274-3b1d-43cd-956f-c747313e2833,"Добрый вечер, на 9 этаже 2 подъезд на площадке нет света. Заявка от 09.07.2021.Отправлена. Светильники висят,выключатели не работают.",Электроэнергия,Общие вопросы,добрый вечер на этаже подъезд на площадке нет света заявка от отправлена светильники висят выключатели не работают ,добр вечер этаж подъезд площадк свет заявк отправл светильник вис выключател работа,добрый вечер этаже подъезд площадке света заявка отправлена светильники висят выключатели работают,"добрый вечер этаж подъезд площадка свет заявка отправлять светильник висеть выключатель работать 
"
3736,1152168,23.11.2021 16:03,a3fd4168-0808-40fa-9f85-d095b2e51a36,"Нет э/снабжения в квартире, автомат не реагирует",Электроэнергия,Общие вопросы,нет э снабжения в квартире автомат не реагирует,э снабжен квартир автомат реагир,э снабжения квартире автомат реагирует,"э снабжение квартира автомат реагировать 
"
3737,1112682,02.06.2021 11:07,5670c605-834d-4b32-b917-163d4b6408ed,отсутствует газ в кв 3,Газоснабжение,Общие вопросы,отсутствует газ в кв ,отсутств газ кв,отсутствует газ кв,"отсутствовать газ кв 
"
3738,1112772,09.06.2021 15:36,8495a1b4-3ba0-4e43-b5cf-3a0455b74860,вапраоа,Газоснабжение,Общие вопросы,вапраоа,вапрао,вапраоа,"вапраоа 
"
3739,1112684,02.06.2021 12:37,4a9e43cb-1e48-4f8e-a6e4-75bfcdc30bd8,"Требуется обрезка сухих веток на деревьях вдоль проезжей части ул. Промышленная, 85, 87, 91",Благоустройство,Общие вопросы,требуется обрезка сухих веток на деревьях вдоль проезжей части ул промышленная ,треб обрезк сух веток дерев вдол проезж част ул промышлен,требуется обрезка сухих веток деревьях вдоль проезжей части ул промышленная,"требоваться обрезок сухой ветка дерево вдоль проезжий часть ул промышленный 
"
3740,1112686,02.06.2021 13:13,d288c505-2cc7-4eba-852f-fb75f2d33e31,Требуется вызов мастера для составления акта о пролитии,Благоустройство,Общие вопросы,требуется вызов мастера для составления акта о пролитии,треб выз мастер составлен акт пролит,требуется вызов мастера составления акта пролитии,"требоваться вызов мастер составление акт пролитие 
"
3741,1112687,2021-06-02 13:46:16.078,bf0806df-4beb-40ca-9c05-59b8c5cd8a7b,засор,Благоустройство,Общие вопросы,засор,засор,засор,"засор 
"
3742,1112689,02.06.2021 14:16,a37274c7-b0ed-4ac1-91fc-747e5ec95ea2,Течь  канализации из калодца,Благоустройство,Общие вопросы,течь канализации из калодца,теч канализац калодц,течь канализации калодца,"течь канализация калодец 
"
3743,1112692,02.06.2021 14:45,a37274c7-b0ed-4ac1-91fc-747e5ec95ea2,Течь канализации из колодца возле 1 подъезда.,Благоустройство,Общие вопросы,течь канализации из колодца возле подъезда ,теч канализац колодц возл подъезд,течь канализации колодца возле подъезда,"течь канализация колодец возле подъезд 
"
3744,1112693,02.06.2021 14:51,50e2da1c-3d97-454d-b0eb-1502310b5afd,Течет вода по улице,Благоустройство,Общие вопросы,течет вода по улице,течет вод улиц,течет вода улице,"течь вода улица 
"
3745,1112697,02.06.2021 16:31,2ed4f596-07e1-4e47-8383-cdfcabfdcf25,Не горит фонарь напротив 6 подъезда,Благоустройство,Общие вопросы,не горит фонарь напротив подъезда,гор фонар напрот подъезд,горит фонарь напротив подъезда,"гореть фонарь напротив подъезд 
"
3746,1112698,02.06.2021 17:36,f0fb6826-f5c7-45d8-8abe-d449bd929882,Засор канализации на кухне,Благоустройство,Общие вопросы,засор канализации на кухне,засор канализац кухн,засор канализации кухне,"засор канализация кухня 
"
